Feature	Cluster
Poly-gamma-glutamate biosynthesis	115
Threonylcarbamoyladenosine	116
Cell division cluster	116
Antibiotic targets in transcription	117
tRNA aminoacylation, Gly	117
Sucrose to levan conversions	117
DNA repair, bacterial	118
Translation elongation factor G family	118
Fusidic acid resistance	118
Methylenetetrahydrofolate reductase	119
DNA Repair Base Excision	119
Repair of Iron Centers	119
Chaperones GroEL GroES and Thermosome	120
Biosynthesis of Arabinogalactan in Mycobacteria	120
Nudix proteins (nucleoside triphosphate hydrolases)	120
Cell division initiation related cluster	120
RecA and RecX	121
Osmoregulation	121
DNA repair, bacterial RecFOR pathway	121
Sulfur metabolism related cluster	122
mag_53284	123
mag_45896	123
mag_43229	123
mag_53256	123
mag_51150	123
mag_38085	123
mag_45978	123
mag_45888	123
mag_42887	123
mag_40651	123
mag_39698	123
mag_38783	123
mag_38174	123
mag_38071	123
mag_40482	123
mag_37628	123
mag_38055	123
mag_39014	124
mag_43141	124
mag_38794	124
mag_38219	124
mag_39448	124
mag_39285	124
mag_39141	124
mag_38101	124
Aminoglycoside modifying enzymes: O-phosphotransferases	124
mag_43931	124
mag_38000	124
mag_38681	124
Apogonidae	124
mag_38424	124
mag_37991	124
mag_39552	124
mag_43182	124
mag_37635	124
mag_38950	124
mag_37971	124
mag_39569	124
mag_57192	124
mag_39927	124
mag_44310	124
mag_43912	124
mag_49115	124
Pasteuriaceae	124
mag_45481	124
Enterocytozoonidae	124
mag_43049	124
mag_53958	124
mag_43767	124
mag_44370	124
mag_41300	124
mag_38814	125
mag_39896	125
mag_39738	125
mag_38531	125
mag_42648	125
mag_38032	125
mag_38426	125
mag_39636	125
mag_40564	125
mag_38904	125
mag_40594	125
mag_40305	125
mag_38951	125
mag_40839	125
mag_38872	125
mag_40100	125
mag_40667	125
mag_38563	125
mag_39007	126
mag_38553	126
mag_42437	126
mag_38353	126
mag_39895	126
mag_38348	126
mag_46135	126
mag_42052	126
mag_37965	126
mag_37915	126
mag_38585	126
mag_39155	126
mag_40650	126
mag_43156	126
mag_39722	126
mag_38642	126
mag_39093	126
mag_38399	126
mag_38033	126
mag_37922	126
mag_41133	126
mag_39894	126
mag_39915	126
mag_42784	126
mag_39239	126
mag_38089	126
mag_37714	126
mag_44421	126
mag_39289	126
mag_38929	126
mag_40515	126
mag_38154	126
mag_40026	126
mag_43237	126
mag_41695	126
mag_38935	126
mag_42970	126
mag_38953	126
Midichloriaceae	126
mag_38074	126
mag_43291	126
mag_38343	126
mag_38903	126
mag_38902	126
Glutathionylspermidine and Trypanothione	127
mag_38748	127
mag_38002	127
mag_39969	127
mag_38438	127
mag_37957	127
mag_799	127
mag_40254	127
mag_40792	127
mag_43774	127
mag_40283	127
mag_39911	127
mag_40142	127
Babesiidae	127
mag_41277	127
Fe(III) respiration - Shewanella type	127
Herpestidae	127
Ostreibacteriaceae	127
Branchiostomatidae	127
mag_41705	127
mag_40130	127
mag_40149	127
mag_37769	127
mag_41884	127
mag_41683	127
mag_40847	127
mag_38552	127
mag_40702	127
mag_41458	127
mag_39595	127
mag_99	127
mag_100	127
mag_45310	127
mag_41320	127
mag_41203	127
mag_37832	127
mag_37884	127
mag_17750	127
mag_39545	127
mag_18010	127
mag_43275	127
mag_41087	127
mag_28345	127
mag_41301	127
mag_39458	127
mag_39366	127
mag_38864	127
Selenoprotein O	127
mag_39812	127
mag_39403	127
mag_38323	127
mag_38964	127
mag_37693	127
mag_80	127
Columbidae	127
Paraconexibacteraceae	127
mag_39061	127
mag_39106	127
mag_553	127
mag_38221	127
mag_37813	127
mag_39128	127
Gymnotidae	127
mag_38375	127
mag_37861	127
mag_37864	127
mag_38276	127
mag_38362	127
mag_42849	127
mag_40618	127
mag_38815	127
mag_38992	127
mag_37953	127
Desulfatirhabdiaceae	128
mag_38121	128
Anaerobic Oxidative Degradation of L-Ornithine	128
mag_40168	128
mag_38164	128
mag_43624	128
mag_37877	128
Thermofilaceae	128
Ignatzschineriaceae	128
Saccharimonadaceae	128
mag_40367	128
mag_39934	128
mag_44105	128
mag_38344	128
mag_41286	128
mag_39437	128
mag_41627	128
mag_39825	128
mag_48754	128
mag_41739	128
mag_44248	128
mag_38360	129
mag_39695	129
mag_9508	129
mag_40147	129
mag_38158	129
mag_38169	129
mag_38701	129
mag_37773	129
mag_38764	129
mag_38407	129
mag_39793	129
mag_39113	129
mag_39111	129
mag_37958	129
mag_39109	129
mag_40226	129
mag_39826	129
mag_40231	129
mag_38013	129
mag_38230	129
mag_39047	129
mag_38590	129
mag_38037	129
mag_37778	129
mag_41106	129
mag_38083	129
mag_39398	129
mag_38540	129
mag_38693	129
mag_41752	129
mag_38095	129
mag_38104	129
mag_3231	129
mag_38694	129
mag_38324	129
mag_39498	129
mag_39211	129
mag_38887	129
mag_39958	129
mag_38285	129
mag_37829	129
mag_39932	129
mag_38499	129
mag_39573	129
mag_41341	129
mag_38954	129
mag_11966	129
mag_38235	129
mag_39640	129
mag_40862	129
mag_38010	129
mag_82829	129
mag_45490	129
mag_42778	129
Anaerobic dimethyl sulfoxide reductase (EC 1.8.5.3)	129
mag_43157	129
Dissulfurispiraceae	129
mag_45309	129
mag_45673	129
mag_45037	129
mag_2968	129
Glycine reductase, sarcosine reductase and betaine reductase	129
mag_43996	129
mag_44742	129
mag_43433	129
mag_48840	129
mag_42949	129
mag_45712	129
mag_48496	129
mag_52913	129
mag_43722	129
mag_42507	129
mag_45952	129
ABC transporter of unknown substrate X	129
Pasteurellaceae	129
HU-alpha and dsDNA mimic protein interaction	129
mag_47597	129
mag_43508	129
Plakobranchidae	129
Nitrospinaceae	129
mag_3037	129
mag_43384	129
mag_43885	129
mag_44532	129
mag_46502	129
mag_59210	129
mag_43096	130
mag_40466	130
mag_39399	130
Petrotogaceae	130
mag_39571	130
mag_38161	130
mag_70473	130
mag_40780	130
mag_39691	130
mag_48373	130
mag_41954	130
mag_38907	130
mag_21649	130
mag_68728	130
mag_38583	130
mag_38201	130
mag_43906	130
mag_24283	130
mag_39483	130
mag_38914	130
mag_38669	130
mag_44768	130
mag_44819	130
mag_41103	130
mag_42670	130
mag_41447	130
mag_43865	131
mag_39669	131
mag_42480	131
mag_38334	131
mag_38579	131
Thermodesulfobiaceae	131
mag_42383	131
mag_37856	131
mag_40332	131
mag_41099	131
mag_54891	131
mag_43324	131
mag_38970	131
mag_38894	131
Isochrysidaceae	131
mag_40084	131
mag_38134	131
mag_43381	131
mag_41234	131
mag_38961	131
mag_44643	132
Crevaviridae	132
mag_37998	132
mag_38249	132
mag_41474	132
mag_41463	132
mag_43005	132
mag_38663	132
mag_38899	132
mag_37719	132
Carangidae	132
Iflaviridae	132
Alloherpesviridae	132
Marseilleviridae	132
Phycodnaviridae	132
mag_38036	132
Molycolviridae	132
mag_37992	132
mag_3	132
mag_41230	132
Thiohalophilaceae	132
mag_77	132
Percidae	132
Lepisosteidae	132
Mastacembelidae	132
mag_40191	132
Methylohalomonadaceae	132
mag_38288	132
mag_39857	132
mag_38022	132
Ranidae	132
mag_38	132
mag_41110	132
mag_25	132
mag_38258	132
mag_21	132
mag_38016	132
mag_44431	132
mag_39469	132
Suoliviridae	132
Neomegalonemataceae	132
mag_43956	132
mag_38088	132
Rhodomelaceae	132
Asterinidae	132
mag_42388	132
Cyanidiaceae	132
mag_38756	132
mag_37809	132
Vibrioferrin synthesis	132
Thelaziidae	132
Serendipitaceae	132
mag_38754	132
mag_41180	132
mag_39232	132
mag_40368	132
mag_37842	132
mag_37848	132
Odinarchaeaceae	132
Thalassionemataceae	132
mag_37878	132
mag_39156	132
Suillaceae	132
Stereaceae	132
mag_44970	132
mag_38115	132
mag_38834	132
Solenidae	132
mag_41263	132
mag_39033	132
mag_38224	132
mag_37751	132
mag_37936	132
Gallic acid utilization	132
Euplotidae	132
mag_37761	132
Sandaracinaceae	132
mag_37764	132
mag_39098	132
mag_37917	132
mag_44229	132
mag_45574	132
mag_38192	132
mag_45504	132
mag_39115	132
mag_38112	132
mag_39898	132
mag_37904	132
mag_42927	132
Chroococcidiopsidaceae	132
Rhabdoviridae	132
mag_18298	132
Hepatozoidae	132
mag_2925	132
Glossiphoniidae	132
Libellulidae	132
mag_3418	132
mag_2911	132
mag_278	132
mag_308	132
Lentitheciaceae	132
mag_2931	132
mag_381	132
mag_39993	132
Figitidae	132
mag_43725	132
mag_24594	132
mag_906	132
Eremiobacteraceae	132
Terrimicrobiaceae	132
mag_6626	132
mag_7573	132
mag_41672	132
mag_297	132
mag_40213	132
mag_39584	132
mag_3060	132
mag_3056	132
mag_39823	132
mag_3039	132
mag_310	132
mag_38595	132
mag_38449	132
mag_16175	132
Mycobacterial signal transduction system MprAB required for persistent infections	132
mag_38573	132
mag_32368	132
mag_339	132
Scolopendridae	132
Sarcoptidae	132
Hyaluronic Acid-containing Cell Walls	132
Lecudinidae	132
Outer membrane proteases (Omptins)	132
mag_2998	132
mag_41865	132
Eriophyidae	132
mag_38184	133
mag_44120	133
mag_39621	133
mag_39356	133
mag_39693	133
mag_39663	133
mag_38699	133
Geometridae	133
mag_45118	133
mag_42452	133
mag_41681	133
Desulfuribacillaceae	133
mag_42788	133
mag_43406	133
mag_43431	133
mag_38057	133
mag_44676	133
Thermoactinomycetaceae	133
Sarcocystidae	133
mag_38500	133
mag_39099	133
mag_39105	133
mag_37899	133
mag_37885	133
mag_38530	133
Pavlovaceae	133
mag_40633	133
mag_46429	133
mag_562	133
mag_6698	133
mag_38172	133
Schizoporaceae	133
Tenebrionidae	133
mag_38317	133
mag_40337	133
mag_43251	133
mag_41060	133
mag_38301	133
Psittacicellaceae	133
mag_41542	133
mag_38599	133
mag_20244	133
mag_39494	133
mag_38629	134
mag_23	134
mag_45984	134
mag_38167	134
mag_67	134
Cosmopterigidae	134
Dracunculidae	134
mag_103	134
mag_3010	134
Annonaceae	134
Polyodontidae	134
Sciaenidae	134
mag_37825	134
mag_38749	134
Anthracoideaceae	134
mag_43882	134
Oculatellaceae	134
Energy-conserving hydrogenase (ferredoxin)	134
Dermocarpellaceae	134
Nephroselmidaceae	134
Leptocylindraceae	134
Scalinduaceae	134
mag_3022	134
Holocentridae	134
mag_38268	134
mag_38265	134
mag_38536	134
Reduviidae	134
mag_41685	134
mag_39732	134
Resistance to Ethambutol	134
mag_39455	134
Microvenatoraceae	134
mag_37662	134
Peribunyaviridae	134
mag_39822	134
Bufonidae	134
Zierdtviridae	134
Particulate methane monooxygenase (pMMO)	134
Methanoliparaceae	134
Caminicellaceae	134
mag_132	134
mag_39129	135
mag_29341	135
mag_2959	135
mag_37686	135
mag_39222	135
Hydrogenimonadaceae	135
mag_288	135
Salibacteraceae	135
Polysulfide reductase EC 1.12.98.4 and Thiosulfate reductase	135
mag_3647	135
mag_43012	135
Pentatomidae	135
mag_105	135
Methanomassiliicoccaceae	135
Mytilidae	135
mag_38637	135
Hemiaulaceae	135
mag_40109	135
Echinimonadaceae	135
mag_3218	135
mag_38179	135
mag_38989	135
mag_38582	135
Desulfomonilaceae	135
mag_3091	135
Uabimicrobiaceae	135
mag_37743	135
Zhaonellaceae	135
mag_37753	135
mag_38572	135
mag_43732	135
mag_39681	135
mag_45480	135
mag_38273	135
mag_41409	135
mag_38023	136
mag_38571	136
mag_40448	136
mag_38866	136
mag_42971	136
mag_39977	136
mag_40695	136
mag_38297	136
mag_37840	136
mag_41134	136
mag_2903	136
mag_39303	136
mag_39515	136
mag_40566	136
mag_41572	136
mag_42224	136
mag_3728	136
mag_39731	136
mag_38017	136
mag_3047	136
mag_37766	136
mag_42953	136
mag_45125	136
mag_1963	136
mag_38241	136
mag_9833	136
mag_38077	136
mag_39032	136
Halobacteriovoraceae	136
mag_38550	136
mag_3283	136
mag_38813	136
mag_10183	136
mag_40421	136
mag_40479	136
Methanocellaceae	136
mag_38474	136
mag_41658	136
mag_38852	136
mag_44210	136
Lemuridae	137
mag_96	137
mag_4064	137
Jaapiaceae	137
mag_42820	137
Babeliaceae	137
mag_40849	137
mag_39901	137
mag_206	137
mag_37654	137
Trionychidae	137
Silvanigrellaceae	137
mag_59	137
Feifaniaceae	137
mag_40328	137
Enteromyxidae	137
Pinguiochrysidaceae	137
Ursidae	137
Molossidae	137
Hydroxyaromatic decarboxylase family	137
mag_2916	137
Megalopidae	137
Prorocentraceae	137
mag_37996	137
Ardeidae	137
mag_300	137
mag_1246	137
mag_336	137
mag_38710	137
Nanohalobiaceae	137
Choanephoraceae	137
Corsiaceae	137
Aplysiidae	137
mag_5525	137
mag_38326	137
Cymatosiraceae	137
Pediculidae	137
mag_37698	137
mag_24041	137
mag_287	137
mag_39945	137
Geitlerinemataceae	137
mag_7724	137
mag_37731	137
Protomycetaceae	137
Ascodesmidaceae	137
Trichoplacidae	137
mag_540	137
Paramyxoviridae	137
Mycobacterial cell wall virulence lipid phthiocerol dimycocerosate (PDIM)	137
Actinopolymorphaceae	138
Synechococcaceae	138
Syntrophaceae	138
mag_39030	138
Noelaerhabdaceae	138
Francisellaceae	138
mag_3848	138
mag_2913	138
Lithodesmiaceae	138
Sigma54-dependent transcription related gene cluster	139
Nakamurellaceae	139
Nocardiaceae	139
Twin-arginine translocation system related cluster	139
Dermatophilaceae	139
Reyranellaceae	140
mag_38283	140
Fermentibacteraceae	140
mag_55	140
Caldisphaeraceae	140
Archaeoglobaceae	140
Rut pathway of pyrimidine degradation	141
Cyanobacterial bypass in the TCA	141
mag_38412	141
mag_39102	141
mag_57327	141
mag_501	141
mag_38045	142
Head-to-head olefinic hydrocarbon biosynthesis	142
Mycobacterial HadABC proteins ((3R)-hydroxyacyl-ACP dehydrates of FASII)	142
mag_41667	142
mag_44342	142
Glutathione analogs: mycothiol	142
mag_43729	142
mag_42392	142
Glycerol fermentation to 1,3-propanediol	142
mag_41634	142
Possible stress related actinobacterial cluster	142
Alkane synthesis in bacteria 2	142
Legionellaceae	142
Onygenaceae	142
Treboniaceae	142
mag_39043	142
mag_3407	142
mag_39065	142
Micrococcaceae	142
Orchitophryidae	142
mag_42397	142
Programmed frameshift	143
tRNA nucleotidyltransferase	143
Protein-O-mannosyltransferase and 16S rRNA (cytidine(1402)-2'-O)-methyltransferase cluster	143
3-amino-5-hydroxybenzoic Acid Synthesis	143
N,N'-diacetylbacillosamine	144
Diphtheria toxin	144
Chaoboridae	144
mag_42444	144
Mycobacterial heme acquisition system	144
mag_38082	144
mag_38170	144
Glycomycetaceae	144
mag_19647	144
mag_39461	144
Widespread colonization island	144
Brevibacteriaceae	144
Actinobacterial signal transduction system MtrAB-LpqB	144
Iron Scavenging cluster in Thermus	145
Acyl carrier protein	145
Molybdenum cofactor biosynthesis	145
Lipopolysaccharide-related cluster in Alphaproteobacteria	146
Nonmevalonate Branch of Isoprenoid Biosynthesis	146
Nucleoside triphosphate pyrophosphohydrolase MazG	146
GDP-fucose to mannose-1P module	147
Cell division related cluster	147
Glutamine synthetases	147
Na(+) H(+) antiporter	147
Benzoyl-CoA pathway of anaerobic aromatic metabolism	148
mag_44119	148
Riboflavin, FMN and FAD metabolism with fusion events	148
Tripartite efflux system (of RND type) associated with Geranylgeranyl-PP synthase	149
tRNA aminoacylation, Lys	149
Bacterial cell division related cluster 2	150
tRNA aminoacylation, Val	150
Glycolysis and Gluconeogenesis	150
Antibiotic targets in DNA processing	151
Peptidase clustering with DAP	151
De Novo Pyrimidine Synthesis	151
Calvin-Benson cycle	151
DNA processing cluster	151
DNA topoisomerases, Type II, ATP-dependent	151
Quinolone (Fluoroquinolone) resistance via Pentapeptide repeat proteins	151
Replication-associated recombination protein RarA	152
YrdC-YciO-Sua5 and associated protein families	152
Possible new toxin-antitoxin system including DivIC	152
Mycobacterial lipoproteins (LPR group)	153
Signal peptidase	153
Mechanisms of PAS resistance	154
DNA repair, bacterial UvrD and related helicases	154
Antibiotic targets in metabolic pathways	154
Gram-negative cluster	154
dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactose synthesis	154
Degradation of branched-chain amino acids and alpha-keto acids [Leu, Val]	155
Biotin synthesis & utilization	155
Photorespiration (oxidative C2 cycle)	155
Acyl-CoA thioesterase II	156
FtsEX cell-division-associated signaling system	156
Multidrug resistance RND efflux system MexEFOprN	156
Siderophore assembly kit	157
Quinone oxidoreductase family	157
Rhabditidae	157
Homoprotocatechuate degradative cluster	157
Dissimilatory nitrite reductase	158
Choline uptake and conversion to betaine clusters	158
Oxygen-sensing two-component regulatory system NreABC	159
Resistance to the fluoroquinolones norfloxacin and ciprofloxacin	159
Denitrifying reductase gene clusters	159
Coenzyme A Biosynthesis cluster	160
Clostridiales Family XVII. Incertae Sedis	160
Resistance to Ethionamide and Isoniazid	161
Alginate biosynthesis	161
Fatty acid degradation	161
TCA Cycle	162
Glycine cleavage system	162
Post-translational modification of proteins	162
Biotin biosynthesis	163
RuvABC plus a hypothetical	163
Succinate dehydrogenase and Fumarate reductase cpmlexes	163
Chlorophyll a synthase and phytol kinase cluster	163
Cytochrome d ubiquinol oxidase operon	163
Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate	164
Bicyclomycin resistance cluster	164
Metal chelatases	164
Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways	164
Lipoic acid metabolism	165
Lipoylated proteins	165
mag_39149	166
mag_38828	166
mag_45011	166
mag_42605	166
mag_38211	166
mag_42557	166
mag_39590	166
mag_39577	166
mag_44645	166
mag_39167	166
mag_42163	166
mag_34606	166
mag_42783	166
mag_40268	166
mag_43238	166
mag_40612	166
mag_43826	166
mag_38641	166
mag_45204	166
mag_38647	166
mag_59689	166
mag_39816	166
mag_45038	166
mag_38117	166
mag_41801	166
mag_41270	166
mag_44686	166
mag_8720	166
mag_41257	166
mag_41299	166
mag_37946	166
mag_41897	166
mag_38349	166
mag_44711	166
mag_43455	166
mag_44629	166
mag_39980	166
mag_43277	166
mag_40483	166
mag_44887	166
mag_39634	167
mag_41505	167
2-ketoacid oxidoreductases disambiguation	167
mag_44665	167
mag_41127	168
mag_62337	168
mag_53896	168
mag_38388	168
mag_41496	168
mag_41455	168
mag_39466	168
mag_41889	168
mag_46620	168
mag_43852	168
mag_41781	168
mag_45705	168
mag_39779	168
mag_45686	168
mag_39869	168
mag_43860	168
mag_46519	168
mag_52242	168
mag_70256	168
mag_68519	168
mag_43328	168
mag_46698	168
mag_41888	168
mag_41657	168
mag_43593	168
mag_43546	168
mag_41546	168
mag_42190	168
mag_40343	168
mag_43746	168
mag_39716	168
mag_40195	168
mag_40194	168
mag_41529	168
mag_39800	168
mag_39717	168
mag_40185	168
mag_43184	168
mag_41830	168
mag_7142	168
mag_41796	168
mag_38913	168
mag_55767	168
Muribaculaceae	168
mag_37962	168
mag_44263	168
mag_44560	168
mag_38001	168
mag_48438	168
mag_40616	168
mag_39041	168
mag_38985	168
mag_39877	168
mag_40716	168
mag_39170	168
mag_44166	168
mag_44882	168
mag_54565	168
mag_41307	168
mag_42634	168
Paludibacteraceae	168
mag_44919	168
mag_44906	168
Haliscomenobacteraceae	168
mag_38946	168
mag_41289	168
mag_43155	168
mag_40403	168
mag_44036	168
mag_42826	168
mag_61311	168
mag_40538	168
mag_38027	168
mag_44375	168
mag_44091	168
Pyruvate:ferredoxin oxidoreductase	169
Prevotellaceae	169
Prolixibacteraceae	169
Bacteroidaceae	169
Rikenellaceae	169
BtuS-PduT gene cluster for metalloporphyrine salvage	169
Utilization systems for glycans and polysaccharides (PULs, SUS)	169
mag_41425	169
Bacterial Sphingolipids	169
Bacteroides capsular polysaccharide transcription antitermination proteins	169
mag_40203	170
mag_39615	170
mag_63288	170
mag_38791	170
mag_40817	170
mag_41890	170
mag_39617	170
mag_40824	170
mag_38882	170
Barnesiellaceae	170
Mitoviridae	170
mag_42543	170
mag_43787	170
mag_45048	170
Gelidiaceae	170
mag_45221	170
mag_40567	170
mag_45900	170
mag_38041	170
mag_6447	170
mag_43034	170
mag_41533	170
mag_39220	170
mag_46580	170
mag_37672	170
Balneicellaceae	171
Conjugative transposon, Bacteroidales	171
Possible DNA repair related cluster	171
Odoribacteraceae	171
Marinilabiliaceae	171
Anaerobic glycerol-3-phosphate dehydrogenase subunits	171
Dysgonomonadaceae	171
Canidae	172
NhaA, NhaD and Sodium-dependent phosphate transporters	172
Transcription factors, cyanobacterial RpoD-like sigma factors	173
Translation elongation factors, bacterial	174
Lpt lipopolysaccharide transport system	175
Lipoprotein transporter to outer membrane Lol	175
Peptidyl-prolyl cis-trans isomerase	175
Outer membrane	175
Type I secretion systems disambiguation	175
beta-Barrel Assembly Machinery	175
Pyrroloquinoline Quinone biosynthesis	175
D-3-phosphoglycerate to phosphoserine module	176
Nucleoside uptake and degradation cluster	177
Inositol-containing phospholipids	178
Aerotolerance operon	178
mag_40396	178
Encapsulation of DyP-type peroxidase or ferritin-like protein oligomers	179
tRNA aminoacylation, Gln	179
tRNA aminoacylation, Glu	179
Possible RNA modification and stress response cluster	179
Thiotrichaceae	179
Colanic acid synthesis	179
Lipopolysaccharide transporter LptABC	179
Cob(I)alamin adenosyltransferase	179
Acetyl-CoA Pathway Wood-Ljungdahl	179
Na-translocating NADH-quinone oxidoreductase	179
KDO2-Lipid A biosynthesis	179
Respiratory Complex I	180
NADH ubiquinone oxidoreductase	180
D-Galacturonate and D-Glucuronate Utilization	181
Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate	181
NADH ubiquinone oxidoreductase vs. multi-subunit cation antiporter	181
Pyruvate metabolism I: anaplerotic reactions, PEP	181
2-oxoglutarate dehydrogenase 	181
Ribosomal protein S12p Asp methylthiotransferase	182
Methylthiotransferases	182
Branched-chain amino acids and alpha-keto acids utilization as energy sources	183
Muconate lactonizing enzyme family	183
Modification of eukaryotic initiation factor 5A	184
Pyridoxin (Vitamin B6) Biosynthesis	184
Biosynthesis of thiamin antivitamin Bacimethrin	184
Oligopeptide degradation cluster	185
Protein chaperones	185
Emydidae	186
Burseraceae	186
Aminoglycoside modifying enzymes: N-acetyltransferases	186
Erythrobacteraceae	186
Amaryllidaceae	186
Metastrongylidae	186
Thraustochytriaceae	186
mag_37831	186
Botryobasidiaceae	186
Acroporidae	186
Egibacteraceae	186
Thermosporotrichaceae	186
Crassulaceae	186
Phototrophicaceae	187
mag_39967	187
mag_39371	187
Succinivibrionaceae	187
Bifidobacteriaceae	187
mag_39803	187
mag_38994	187
Quorum sensing in Yersinia	187
Ignavibacteriaceae	187
Holosporaceae	187
Labyrinthulaceae	187
Leptosphaeriaceae	187
mag_1703	187
mag_3067	187
mag_70	187
mag_43	187
mag_38125	187
mag_15	187
mag_1693	187
Strombidinopsidae	187
Phosphatidylinositol mannosides biosynthesis related cluster	188
An Arabinose Sensor	188
Bathycoccaceae	188
DNA repair, bacterial UmuCD system	188
mag_41613	189
mag_37982	189
mag_38965	189
mag_37920	189
mag_38376	189
mag_40887	189
mag_39197	189
mag_38373	189
mag_38254	189
mag_39368	189
mag_38498	189
mag_38371	189
mag_305	189
Anaeroplasmataceae	189
mag_40781	189
mag_41918	189
mag_643	189
mag_40247	189
mag_3097	190
Ploettnerulaceae	190
mag_41837	190
mag_44854	190
Indriidae	190
mag_301	190
mag_40358	190
mag_39963	190
mag_12966	190
mag_44234	190
mag_313	190
mag_76	190
Macromolecular synthesis operon	191
Translation initiation factors, eukaryotic and archaeal	191
Hipposideridae	192
Trichogrammatidae	192
Testudinidae	192
Sisoridae	192
Morchellaceae	192
Lottiidae	192
Actiniidae	192
Portunidae	192
Desulfonatronovibrionaceae	192
Bipolaricaulaceae	192
Sparidae	192
Chthonomonadaceae	192
Tulasnellaceae	192
Percolomonadidae	192
Hydrogenothermaceae	192
mag_38442	192
mag_19	192
mag_3246	192
mag_213	192
mag_367	192
mag_333	192
mag_39464	192
Natronoarchaeaceae	192
Nitrogen fixation	193
mag_14	193
Pneumocystaceae	193
Ascoideaceae	193
Lindgomycetaceae	193
Dipodascaceae	193
Lysine Biosynthesis via alpha-aminoadipate AAA	193
Cerambycidae	193
Phaffomycetaceae	193
Debaryomycetaceae	193
mag_3181	193
RNA polymerase, archaeal initiation factors	193
Kickxellaceae	193
Niphatidae	193
Pleistophoridae	193
mag_3038	193
mag_42377	193
Box C-D RNA-guided RNA methyltransferase	193
Ribosome LSU, eukaryotic and archaeal	193
Cynipidae	193
Exosome	193
Translation elongation factors, eukaryotic and archaeal	193
mag_3023	193
Legeriomycetaceae	193
Chytriomycetaceae	193
Ribosome biogenesis, archaeal	193
Ribosome SSU, eukaryotic and archaeal	193
Pichiaceae	193
Neolectaceae	194
Metschnikowiaceae	194
Orbiliaceae	194
Perkinsidae	194
Schizosaccharomycetaceae	194
Chaetocerotaceae	194
mag_39841	194
Catenariaceae	194
Diphthamide biosynthesis	194
mag_42114	194
Ancylistaceae	194
Coleochaetaceae	194
Harrimaniidae	194
Hepatosporidae	194
Trigonopsidaceae	194
Mortierellaceae	194
mag_39827	194
Leucothoidae	194
Sporormiaceae	194
Thermoascaceae	194
Phoridae	194
Argasidae	194
Trypetheliaceae	194
Aplosporellaceae	194
Carabidae	194
Cicadellidae	194
Mytilinidiaceae	194
Sympoventuriaceae	194
Talitridae	194
mag_3052	195
Phr peptides - Rap phosphatases signaling	195
mag_3115	195
Trichocoleusaceae	195
mag_38616	195
Paxillaceae	195
mag_140	195
Pulicidae	195
Ascosphaeraceae	195
mag_37803	195
Lachnaceae	196
Nephtheidae	196
Trichomonascaceae	196
Trichosporonaceae	196
Rutstroemiaceae	196
mag_48723	196
Xylonaceae	196
Tremellaceae	196
Juglanconidaceae	196
Mormyridae	196
Beta-lactamases Ambler class B	197
Tolypothrichaceae	197
Barnase-barstar complex	197
mag_39411	197
mag_42305	197
Xanthomonadaceae	197
Planorbidae	197
Heterorhabditidae	197
Gesneriaceae	197
Tabanidae	198
Ancylostomatidae	198
Haplosporidiidae	198
Timematidae	198
Lamiaceae	198
Chironomidae	198
Dioxygenolytic carbon monoxide-forming enzymes	198
Pleuroascaceae	198
Araucariaceae	198
Cyclopteridae	198
Pleioneaceae	198
Anaplasmataceae	198
Fodinicurvataceae	198
Salinivirgaceae	198
mag_5487	199
mag_41	199
mag_10114	199
mag_40	199
mag_4616	199
Dothidotthiaceae	199
mag_1251	199
Lichtheimiaceae	199
mag_13914	199
Cixiidae	199
mag_1	199
Clytiidae	199
Nolidae	199
Energy conserving hydrogenase b, Methanococcales-Methanobacteriales-Methanopyrales	199
Archaeal membrane bound hydrogenases	199
Lipomycetaceae	199
Phylloxeridae	199
Parastacidae	199
Ascobolaceae	199
Fabreidae	199
Mebrane bound hydrogenases	199
mag_11275	199
Gnomoniaceae	199
mag_40951	199
Dermestidae	199
mag_39083	200
Heme O and Heme A biosynthesis (with selected terminal oxidases)	200
mag_40527	200
Calliphoridae	200
Hypsibiidae	200
mag_42262	200
Graphidaceae	200
Nosematidae	201
mag_38142	201
Glutamate dehydrogenases	201
Ergothioneine biosynthesis	202
Thripidae	202
Wallemiaceae	202
Owenweeksiaceae	202
Baetidae	202
mag_311	202
mag_40521	202
Endogonaceae	202
mag_37717	202
Rhizopodaceae	202
Heteroderidae	202
Moorellaceae	202
Odontophoridae	202
Mamiellaceae	202
Filobasidiaceae	202
Physciaceae	202
Cavenderiaceae	202
Aestuariivirgaceae	202
AttEFGH ABC Transport System	202
Arthrodermataceae	202
Amidase clustered with urea and nitrile hydratase functions	202
Fibroporiaceae	202
Fluviibacteraceae	202
mag_29	202
Mollisiaceae	202
Obscuribacteraceae	202
Algiphilaceae	202
Melioribacteraceae	202
Drosophilidae	202
Geminigeraceae	202
Brachybasidiaceae	202
Dermateaceae	202
mag_33	202
Rhinotermitidae	202
Umbilicariaceae	203
Homogentisate pathway	203
Cunninghamellaceae	203
Omphalotaceae	203
mag_37759	203
Albuginaceae	204
