Feature	Cluster
Buchananella hordeovulneris	1095
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Lipid-linked oligosaccharide synthesis related cluster; FIG00820327: hypothetical protein	1095
Curtobacterium sp. ER1/6	1095
Brevibacterium sp. 'Marine'	1096
Arcanobacterium bovis	1096
Kytococcus sedentarius	1096
Nocardioides malaquae	1096
Hungatella effluvii	1096
Schaalia hyovaginalis	1096
Lapillicoccus jejuensis	1096
Pseudactinotalea terrae	1096
Membrane Transport; Membrane Transport; Protein secretion system, Type VII; ESAT-6 proteins secretion system in Firmicutes and Actinobacteria; Serine protease, putative component of Type VII secretion system in Actinobacteria	1096
Varibaculum vaginae	1096
Nocardioides insulae	1096
Nocardia concava	1096
Lacticaseibacillus sharpeae	1096
Curtobacterium citreum	1096
Desulfobulbus propionicus	1096
Membrane Transport; Membrane Transport; Protein secretion system, Type VII; ESAT-6 proteins secretion system in Firmicutes and Actinobacteria; Membrane protein EccB-like, component of Type VII secretion system in Actinobacteria	1096
Membrane Transport; Membrane Transport; Protein secretion system, Type VII; ESAT-6 proteins secretion system in Firmicutes and Actinobacteria; Integral membrane protein EccD-like, component of Type VII secretion system in Actinobacteria	1096
Rhodococcus sp. PBTS 1	1096
Xylanimonas allomyrinae	1096
Micrococcales bacterium KH10	1096
Rhodococcus coprophilus	1096
Thermophilibacter immobilis	1096
candidate division GN15 bacterium	1097
Knoellia flava	1097
Isoptericola halotolerans	1097
Maridesulfovibrio hydrothermalis	1097
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Folate and pterines; Molybdenum cofactor biosynthesis; Molybdopterin synthase sulfur carrier subunit	1097
Corynebacterium resistens	1097
Nocardioides sp.	1097
Antricoccus suffuscus	1097
Nocardioides sp. AX2bis	1097
uncultured Actinosynnema sp.	1097
Parcubacteria group bacterium Greene0714_36	1098
Cryobacterium sp. TMT2-10	1098
Cnuibacter physcomitrellae	1098
Loigolactobacillus coryniformis	1098
Streptomyces sp. SID625	1098
Modestobacter sp. Leaf380	1098
Electronema aureum	1098
Brachybacterium phenoliresistens	1098
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Dihydroxyacetone kinases; Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	1098
Thermomicrobiales bacterium	1098
uncultured Pseudonocardia sp.	1098
Lujinxingia vulgaris	1098
SAR324 cluster bacterium	1098
Prauserella rugosa	1098
Pseudonocardia bannensis	1098
Streptomyces sp. W007	1098
Actinomadura sp. CNU-125	1098
Fructobacillus ficulneus	1098
Miscellaneous; Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds); Carnitine metabolism and transport; Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	1098
Acidithiobacillus sp. GGI-221	1098
Miscellaneous; Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds); Carnitine operon; Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)	1098
Microbacterium sp. Y-01	1098
Alphaproteobacteria bacterium 43-37	1098
Collierbacteria bacterium GW2011_GWB2_45_17	1098
Microbacterium sp. NC79	1098
Miscellaneous; Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds); Carnitine metabolism and transport; MaoC-like dehydratase clustered with carnitine metabolism genes	1098
Sporotomaculum syntrophicum	1098
Miscellaneous; Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds); Carnitine operon; MaoC-like dehydratase clustered with carnitine metabolism genes	1098
uncultured Chloroflexia bacterium	1098
Promicromonospora sp. AC04	1098
Actinocatenispora thailandica	1098
Corynebacterium belfantii	1098
Actinomyces sp. HMSC065F11	1098
candidate division WWE3 bacterium	1098
Kineococcus vitellinus	1099
Nonomuraea gerenzanensis	1099
Brackiella oedipodis	1099
Actinomyces marseillensis	1099
Sediminihabitans luteus	1099
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Phosphatidylinositol mannosides biosynthesis related cluster; Dihydroneopterin triphosphate pyrophosphohydolase, putative, Actinobacterial type, NudB-like	1099
Curtobacterium sp. MCLR17_007	1099
Anaerotardibacter muris	1099
Rhodococcus sp. ABRD24	1100
Gordonia jinhuaensis	1100
Corynebacterium diphtheriae	1100
Sutterella sp. KLE1602	1100
Ornithinimicrobium sp. F0845	1100
Mycobacterium xenopi	1100
Nocardioides sp. Root682	1100
Lactobacillus amylovorus	1100
Planctomycetes bacterium ADurb.Bin412	1100
Curtobacterium sp. MCLR17_054	1100
Streptomyces sp. Termitarium-T10T-6	1100
Micromonospora coxensis	1100
Skermania piniformis	1100
bacterium 42_11	1100
Agrobacterium larrymoorei	1100
Nesterenkonia haasae	1100
Pseudonocardia sp. Ae717_Ps2	1100
Adlercreutzia sp. ZJ473	1100
[Clostridium] fimetarium	1100
Microcoleus sp. FACHB-SPT15	1100
uncultured Mobiluncus sp.	1100
Corynebacterium pelargi	1100
Kineosporia sp. A_224	1100
Clostridiales bacterium PH28_bin88	1100
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-22	1100
Jiangella anatolica	1100
Prevotella sp. MA2016	1101
Paenibacillus sp. DMB20	1101
Collinsella sp. zg1085	1101
Hallella faecis	1101
Bacteroidetes bacterium ADurb.Bin217	1101
candidate division WWE3 bacterium CG_4_9_14_3_um_filter_34_6	1101
Prevotella sp. oral taxon 299	1101
Prevotella sp. P6B1	1101
Bacteroides muris (ex Fokt et al. 2023)	1101
Alloprevotella tannerae	1101
Carboxylicivirga sp. A043	1101
Pedobacter sp. MC2016-14	1101
Zhihengliuella halotolerans	1101
Clostridiales bacterium 43-6	1101
Dysgonomonas sp. 216	1101
Microbacterium sp. P26	1101
Mitsuokella multacida	1101
Limihaloglobus sulfuriphilus	1101
Haliscomenobacter hydrossis	1101
Porphyromonas gingivalis	1101
Porphyromonas macacae	1101
Ciceribacter lividus	1101
Kryptoniota bacterium	1101
[Clostridium] innocuum	1101
uncultured Kribbella sp.	1102
Actinomyces sp. AC-20-1	1102
Dormiibacterota bacterium	1102
Actinomycetaceae bacterium	1102
Streptosporangium album	1102
Nocardiopsis gilva	1102
Rhizobium wenxiniae	1102
Ligilactobacillus pobuzihii	1103
Sporolactobacillus pectinivorans	1103
Aeolococcus gillhamiae	1103
Metabolism; Carbohydrates; Sugar alcohols; Propanediol utilization; Propanediol utilization polyhedral body protein PduJ	1103
Olsenella sp. KGMB02461	1103
Cytophagaceae bacterium SCN 52-12	1103
Marinilabiliaceae bacterium	1103
Duodenibacillus sp.	1103
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Lambdoid phage; Phage excisionase	1103
Sulfomarinibacter sp. MAG AM2	1103
Lutibacter sp.	1103
Capnocytophaga sp. oral taxon 863	1103
Fervidicola ferrireducens	1103
Tannerella sp. CAG:118	1103
Actinobacillus suis	1103
Citricoccus muralis	1104
uncultured Oceanospirillales bacterium HF0130_25G24	1104
Adiutrix intracellularis	1104
Streptomyces globisporus	1104
Bifidobacterium cuniculi	1104
Polaribacter sp. DS7-9	1104
Marinifilum fragile	1105
Bacteroides salyersiae	1105
Kineococcus xinjiangensis	1105
Muribaculum gordoncarteri	1105
Arundinibacter roseus	1105
Streptomyces sp. MBRL 10	1105
Flammeovirga agarivorans	1105
Bacteroides sp. ET225	1106
candidate division bacterium WOR-3 4484_18	1106
Porphyromonas sp. COT-239 OH1446	1106
Bacteroidetes bacterium RBG_13_46_8	1106
Anaerophaga thermohalophila	1106
Parabacteroides goldsteinii	1106
Porphyromonas sp. CAG:1061	1106
Flexibacter flexilis	1106
Bacteroides sp. CACC 737	1106
Porphyromonas sp. KLE 1280	1106
Mucinivorans hirudinis	1106
unidentified prokaryotic organism	1106
Porphyromonas sp. oral taxon 275	1106
Porphyromonas sp. COT-290 OH860	1106
Spirosoma validum	1106
Bacteroides sp. MSK.20.82	1106
Margulisbacteria bacterium GWF2_35_9	1106
RNA Processing; RNA Processing; RNA processing and modification; 5-methylaminomethyl-2-thiouridine; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1106
Porphyromonas sp. oral taxon 279	1106
Porphyromonas asaccharolytica	1106
Porphyromonas sp. oral taxon 278	1106
Bacteroidales bacterium KA00251	1106
Porphyromonas sp.	1106
Porphyromonas uenonis	1106
Porphyromonas cangingivalis	1106
Mediterranea sp. ET5	1106
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Pyridoxine; Pyridoxin (Vitamin B6) Biosynthesis; Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	1106
Membrane Transport; Membrane Transport; ; Utilization systems for glycans and polysaccharides (PULs, SUS); Regulatory protein SusR	1106
Porphyromonas pasteri	1106
Treponema saccharophilum	1106
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Riboflavin, FMN, FAD; Riboflavin, FMN and FAD metabolism with fusion events; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1106
Fermentibacteria bacterium	1106
Chloroherpeton thalassium	1106
Planctopirus hydrillae	1106
Clostridium sp. D5	1107
Ornatilinea apprima	1107
Ammonifex degensii	1107
Bacteroides sp. CAG:20	1107
Streptomyces recifensis	1107
Demequina aestuarii	1107
Falsiporphyromonas endometrii	1107
Jonesia quinghaiensis	1107
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Resistance to Triclosan; Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.-), 7-alpha-HSDH-like => refractory to triclosan	1107
Breznakibacter xylanolyticus	1107
Coprobacter tertius	1107
Phocaeicola barnesiae	1107
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Fatty Acid Biosynthesis FASII; Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.-), 7-alpha-HSDH-like => refractory to triclosan	1107
bacterium HR41	1107
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Enoyl-[ACP] reductases disambiguation; Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.-), 7-alpha-HSDH-like => refractory to triclosan	1107
Nocardia higoensis	1107
Bacteroides helcogenes	1107
Nocardioides nitrophenolicus	1107
Rhodobacteraceae bacterium KLH11	1107
Goodfellowiella coeruleoviolacea	1107
Cognatishimia sp. F0-27	1107
Shimia ponticola	1107
Thermophilibacter gallinarum	1107
Niastella sp. SCN 39-18	1107
Serinibacter salmoneus	1107
Metabolism; Nitrogen Metabolism; ; Nitrogen fixation; Nitrogenase FeMo-cofactor synthesis FeS core scaffold and assembly protein NifB	1107
Coatesbacteria bacterium	1107
Streptomyces sp. AgN23	1107
Frankia casuarinae	1107
Deltaproteobacteria bacterium GWA2_47_9	1107
Flaviflexus huanghaiensis	1107
Bacteroidetes bacterium ADurb.Bin057	1108
Halolactibacillus sp. JCM 19043	1108
Nitrospirae bacterium RBG_16_64_22	1108
Streptococcus sp. AM28-20	1108
Gordonia polyisoprenivorans	1108
Eisenbergiella tayi	1108
Arthromitus sp. SFB-rat-Yit	1108
Microbacterium imperiale	1108
Nitrospinae bacterium RIFCSPLOWO2_12_FULL_45_22	1108
Streptomyces sp. MA5143a	1108
Frigoribacterium sp. 9N	1108
Parabacteroides sp. AF48-14	1108
uncultured Adhaeribacter sp.	1108
Acidipropionibacterium timonense	1108
[Pseudopropionibacterium] massiliense	1108
Aquella oligotrophica	1108
Stahlbacteria bacterium	1108
Treponema sp.	1108
Porphyromonas catoniae	1108
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon); Autoinducer 2 (AI-2) ABC transporter, permease protein LsrD	1108
Butyrivibrio sp. XB500-5	1108
Tokpelaia sp. JSC188	1109
Roseburia sp. CAG:380	1109
Metabolism; Carbohydrates; Monosaccharides; D-Galacturonate and D-Glucuronate Utilization; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	1109
Algoriphagus faecimaris	1109
Clostridium tyrobutyricum	1109
Nucleicultrix amoebiphila	1109
Blastococcus sp. TML/C7B	1109
Rhodococcus sp. EPR-279	1109
Lutispora thermophila	1109
Campylobacter ureolyticus	1109
Alkalihalobacillus trypoxylicola	1109
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; Hyaluronate utilization; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	1109
Promicromonospora kroppenstedtii	1109
Desulfotomaculum sp. 46_296	1109
Yoonia ponticola	1109
Fusobacterium sp. HMSC064B12	1109
Veillonella sp. T34266-5	1109
Veillonella sp. T11011-6	1109
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein folding; Protein chaperones; HtpG-like protein	1109
Quinella sp. 3Q1	1109
bacterium DOLJORAL78_65_58	1109
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Aerotolerance operon; Aerotolerance protein BatE	1109
Auritidibacter sp. NML120779	1109
Oligosphaeraceae bacterium	1109
Streptomyces spongiicola	1110
Anaerosporobacter mobilis	1110
Streptosporangiales bacterium	1110
Paenibacillus curdlanolyticus	1110
Sulfobacillus acidophilus	1110
Lysobacter antibioticus	1110
Flavobacterium micromati	1110
Paenibacillus macquariensis	1110
Actinacidiphila soli	1110
Suipraeoptans intestinalis	1110
Firmicutes bacterium HGW-Firmicutes-21	1110
bacterium SM23_31	1110
Collinsella sp. AM44-11	1110
Collinsella sp. D33t1_170424_A12	1110
Firmicutes bacterium CAG:137_57_8	1110
Berryella intestinalis	1110
Raoultibacter massiliensis	1110
Tepidimicrobium xylanilyticum	1110
Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11	1110
Gallibacter intestinalis	1110
Alteribacter lacisalsi	1110
Anaerococcus sp. Marseille-P3625	1110
Dorea sp. CAG:105	1110
Streptococcus sp. 1171_SSPC	1110
uncultured Streptobacillus sp.	1110
Clostridiaceae bacterium OM08-6BH	1110
Metabolism; Carbohydrates; Di- and oligosaccharides; Lactose utilization; Evolved beta-D-galactosidase transcriptional repressor	1110
Anaerococcus marasmi	1110
Clostridium sp. C105KSO13	1110
Corynebacterium sp. HMSC073D01	1110
Microbacterium resistens	1110
Gallicola sp.	1110
Pseudomonas pohangensis	1110
Faecalicatena orotica	1110
Fusobacterium hominis	1110
Neisseria sp. Marseille-Q1983	1110
Chloroflexi bacterium RBG_16_57_9	1110
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis & utilization; Transmembrane component BioN of energizing module of biotin ECF transporter	1111
Termititenax aidoneus	1111
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis cluster; Transmembrane component BioN of energizing module of biotin ECF transporter	1111
Hoyosella rhizosphaerae	1111
Flavobacterium branchiophilum	1111
Streptosporangium roseum	1111
Lentisphaerales bacterium	1111
Rhodococcus sp. AW25M09	1111
Neisseria sp. KEM232	1111
Pimelobacter simplex	1111
Metabolism; Carbohydrates; Monosaccharides; L-ascorbate utilization (and related gene clusters); PTS system, ascorbate-specific IIA component	1111
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin biosynthesis; Transmembrane component BioN of energizing module of biotin ECF transporter	1111
Otoolea muris	1111
Capnocytophaga sp. oral taxon 902	1111
Capnocytophaga sp. oral taxon 380	1111
Capnocytophaga sputigena	1111
Capnocytophaga bilenii	1111
Capnocytophaga sp. oral taxon 326	1111
Capnocytophaga sp. oral taxon 324	1111
Paenibacillus sp. N3.4	1111
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon); LsrR, transcriptional repressor of lsr operon	1111
Capnocytophaga sp. oral taxon 903	1111
Peptoniphilus nemausensis	1112
Clostridium sp. AF27-2AA	1112
Flavobacterium sp. 9AF	1112
Chlorobaculum parvum	1112
Synergistes jonesii	1112
Tenacibaculum sp. Mcav3-52	1112
Sphingomonadaceae bacterium	1112
Claveliimonas monacensis	1112
Peptoniphilus lacrimalis	1112
Berkelbacteria bacterium Licking1014_2	1112
Paludibacterium yongneupense	1112
Abditibacterium utsteinense	1112
Clostridium sp. CAG:277	1112
Berkelbacteria bacterium Licking1014_96	1112
Mediterraneibacter catenae	1112
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; CMP-legionaminic acid synthesis; CMP-N,N'-diacetyllegionaminic acid synthase (EC 2.7.7.82)	1112
Peptoniphilus duerdenii	1112
Clostridium sp. 27_14	1112
Parcubacteria bacterium C7867-001	1112
Oceanospirillum linum	1112
Mangrovimonas futianensis	1112
Dorea sp. AM58-8	1112
Planctomycetaceae bacterium SCGC AG-212-F19	1112
[Eubacterium] siraeum	1112
Capnocytophaga haemolytica	1112
Amygdalobacter nucleatus	1112
Nonlabens tegetincola	1112
Meiothermus ruber	1112
Capnocytophaga ochracea	1112
Tissierellia bacterium S7-1-4	1112
Diplocloster agilis	1112
Mesobacillus zeae	1112
Streptococcus sp. bf_0095	1112
Aminicenantes bacterium RBG_16_63_16	1112
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis cluster; Competence protein F homolog, phosphoribosyltransferase domain	1112
Ignavibacteriales bacterium CG12_big_fil_rev_8_21_14_0_65_30_8	1112
Parcubacteria group bacterium LiPW_72	1112
bacterium BMS3Bbin04	1112
Metabolism; Carbohydrates; Sugar alcohols; Ethanolamine utilization; Ethanolamine utilization protein EutJ	1112
Tessaracoccus massiliensis	1112
Nocardioides soli	1112
Elusimicrobia bacterium RIFOXYB2_FULL_49_7	1112
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; PduU-like protein clustered with choline trimethylamine-lyase	1112
Selenomonas sp. oral taxon 137	1112
Paraglaciecola sp. 20A4	1112
Campylobacter sp. CH185	1112
Blautia liquoris	1112
Bacteroidetes bacterium OLB11	1112
Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_48_12	1112
Sediminispirochaeta bajacaliforniensis	1112
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; Ethanolamine utilization protein EutJ	1112
Lactobacillus iners	1112
Actinomadura fibrosa	1112
Paenibacillus vortex	1112
Blautia sp. AF19-1	1112
Slackia exigua	1112
Lachnospiraceae bacterium C10	1112
Aminiphilus circumscriptus	1112
Flavobacterium jumunjinense	1112
Treponema sp. J25	1112
Spirochaetes bacterium ADurb.Bin218	1112
Energy; Energy and Precursor Metabolites Generation; Fermentation; Na-driven 2-hydroxyglutarate pathway; Glutaconyl-CoA decarboxylase delta subunit (EC 4.1.1.70)	1112
Paenibacillus thalictri	1112
Clostridium sp. CAG:62_40_43	1112
Firmicutes bacterium ADurb.Bin146	1112
Coatesbacteria bacterium RBG_13_66_14	1112
Pygmaiobacter massiliensis	1113
Brachybacterium faecium	1113
Herbaspirillum sp. BH-1	1113
Metabolism; Carbohydrates; Sugar alcohols; Propanediol utilization; Propanediol dehydratase reactivation factor small subunit	1113
Massilimicrobiota sp. An105	1113
Spirochaetae bacterium HGW-Spirochaetae-10	1113
Halolactibacillus alkaliphilus	1113
Yersinia ruckeri	1113
Lysinibacillus sp. Ag94	1113
Neobacillus cucumis	1113
Alkalibacterium kapii	1113
Curtobacterium sp. 24E2	1113
Cohnella algarum	1113
candidate division NC10 bacterium RBG_16_65_8	1113
Cryosericum odellii	1113
Moraxella oblonga	1113
Adlerbacteria bacterium RIFOXYC1_FULL_48_26	1113
Spirochaetia bacterium	1113
Halalkalibacter wakoensis	1113
Facklamia languida	1113
Longirhabdus pacifica	1113
Vagococcus hydrophili	1113
Caldimicrobium thiodismutans	1113
Tetragenococcus solitarius	1113
Caldanaerobius polysaccharolyticus	1113
Nonomuraea dietziae	1113
Paenibacillus sonchi	1113
Agrilactobacillus yilanensis	1113
Parachlamydia acanthamoebae	1113
Paenibacillus sp. HW567	1113
Phaeovibrio sulfidiphilus	1113
Metabolism; Carbohydrates; CO2 fixation; Photorespiration (oxidative C2 cycle); Hydroxypyruvate reductase (EC 1.1.1.81)	1113
Veillonella sp. KGMB01456	1113
Helicobacter heilmannii	1113
Streptomyces sp. NA03103	1113
Streptomyces sp. Ru87	1113
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glycolate, glyoxylate interconversions; Hydroxypyruvate reductase (EC 1.1.1.81)	1113
Neisseria sicca	1113
Kingella kingae	1113
Syntrophaceae bacterium PtaB.Bin038	1114
Membrane Transport; Membrane Transport; Cation transporters; Copper uptake system CopCD; Copper resistance protein CopC	1114
Streptomyces regalis	1114
Reinekea sp. G2M2-21	1114
Paucilactobacillus kaifaensis	1114
Lactiplantibacillus pentosus	1114
Micavibrio sp.	1114
Cryobacterium roopkundense	1114
Ferroacidibacillus organovorans	1114
Metabolism; Carbohydrates; Monosaccharides; D-Galacturonate and D-Glucuronate Utilization; glucuronide permease	1114
Membrane Transport; Membrane Transport; Cation transporters; Copper Transport System; Copper resistance protein CopC	1114
Metabolism; Carbohydrates; Monosaccharides; D-Galacturonate and D-Glucuronate Utilization; beta-glucuronidase (EC 3.2.1.31)	1114
Liquorilactobacillus vini	1114
Lentilactobacillus curieae	1114
Enterococcus viikkiensis	1114
Corynebacterium sanguinis	1114
Cellular Processes; Microbial communities; ; Sex pheromones in Enterococcus faecalis and other Firmicutes; Putative prenyltransferase, contains 1,4-dihydroxy-2-naphthoate octaprenyltransferase domain	1114
Pseudactinotalea sp. HY160	1114
Actinoallomurus bryophytorum	1114
Nicoliella spurrieriana	1114
Geodermatophilus sabuli	1114
Oligella ureolytica	1114
Sphingobacterium siyangense	1114
Campylobacter sp. RM9328	1114
Terribacillus halophilus	1114
Lapidilactobacillus achengensis	1114
Sulfobacillus harzensis	1115
Paenibacillus sp. 598K	1115
Sporolactobacillus shoreicorticis	1115
Streptomyces sp. AA0539	1115
Lampropedia aestuarii	1115
Capnocytophaga endodontalis	1115
Capnocytophaga genosp. AHN8471	1115
Flavobacteriaceae bacterium CG02_land_8_20_14_3_00_34_13	1115
Streptomyces resistomycificus	1115
Pseudogulbenkiania sp. NH8B	1115
Streptomyces scabiei	1115
Campylobacter insulaenigrae	1115
Virgibacillus proomii	1115
Apilactobacillus ozensis	1115
Peristeroidobacter soli	1115
Weissella diestrammenae	1115
Rhodococcus erythropolis	1115
Nocardia cerradoensis	1115
Amycolatopsis echigonensis	1115
Mycolicibacterium alvei	1115
Catalinimonas alkaloidigena	1115
Ruminococcus sp. AM27-16	1115
Corynebacterium nuruki	1115
Magasanikbacteria bacterium RIFOXYD2_FULL_36_9	1115
Magnetomorum sp. HK-1	1115
Fretibacterium sp. OH1220_COT-178	1115
Companilactobacillus musae	1115
Ferruginibacter sp. HRS2-29	1115
Pediococcus argentinicus	1115
Enterococcus devriesei	1115
Nitriliruptor sp.	1115
Kocuria rhizophila	1115
Naasia sp. SYSU D00948	1115
Paenibacillus sp. URB8-2	1116
Nocardia asteroides	1116
Flavobacteriaceae bacterium TMED147	1116
Bacillus oleivorans	1116
Arthrobacter saudimassiliensis	1116
Moduliflexus flocculans	1116
Oenococcus sicerae	1116
Weissella cibaria	1116
Bacteroidetes bacterium 4572_112	1116
Deltaproteobacteria bacterium SM23_61	1116
Vagococcus salmoninarum	1116
Secundilactobacillus odoratitofui	1116
Xylanivirga thermophila	1116
Arcanobacterium buesumense	1116
Propioniciclava sp. MC1595	1116
Thiothrix sp.	1116
Elusimicrobia bacterium RIFOXYA2_FULL_39_19	1116
Kingella sp. (in: b-proteobacteria)	1116
Aestuariibaculum suncheonense	1116
Desulfuribacillus stibiiarsenatis	1116
Pseudothermotoga lettingae	1116
uncultured Enterococcus sp.	1116
Tibeticola sediminis	1116
Companilactobacillus sp. RD055328	1116
Leuconostoc miyukkimchii	1116
Cryobacterium sp. TMS1-13-1	1116
Bradyrhizobium sp. URHD0069	1116
Melainabacteria bacterium RIFCSPHIGHO2_02_FULL_34_12	1116
Streptococcus sp. XMC	1116
Listeria riparia	1116
Insulibacter thermoxylanivorax	1116
Clostridium sp. CAG:448	1116
Caldisericum exile	1116
Spirochaetae bacterium HGW-Spirochaetae-8	1116
Sharpea porci	1116
Pediococcus ethanolidurans	1116
Glutamicibacter sp. BW77	1116
Alicyclobacillus sp. SP_1	1116
Metabolism; Carbohydrates; Monosaccharides; L-ascorbate utilization (and related gene clusters); 3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85)	1116
Bombilactobacillus bombi	1116
Membrane Transport; Membrane Transport; ABC transporters; ABC transporter tungstate (TC 3.A.1.6.2); Tungstate ABC transporter, ATP-binding protein	1116
Energy; Energy and Precursor Metabolites Generation; Fermentation; Glycerol fermentation to 1,3-propanediol; Glycerol dehydratase large subunit (EC 4.2.1.30)	1117
Streptomyces sp. ADI98-10	1117
Clostridium sp. ZBS13	1117
Alkalicella caledoniensis	1117
Ornithinimicrobium sp. INDO-MA30-4	1117
Epulopiscium sp. SCG-C07WGA-EpuloA2	1117
Arthrobacter sp. H5	1117
Arthrobacter sp. ok909	1117
Riemerella columbina	1117
Cellulomonas hominis	1117
Capnocytophaga sp. oral taxon 332	1117
Psychrilyobacter atlanticus	1117
Corynebacterium mustelae	1117
Lachnoclostridium sp. An196	1117
Clostridium akagii	1118
Firmicutes bacterium CAG:103	1118
Metabolism; Nucleosides and Nucleotides; Pyrimidines; De Novo Pyrimidine Synthesis; Uracil permease	1118
Firmicutes bacterium CAG:631	1118
Psychromicrobium lacuslunae	1118
Hydrogenoanaerobacterium saccharovorans	1118
Anseongella ginsenosidimutans	1118
Metabolism; Carbohydrates; Sugar alcohols; Propanediol utilization; Propanediol utilization polyhedral body protein PduB	1118
Bifidobacterium vansinderenii	1118
Metabolism; Carbohydrates; Sugar alcohols; Propanediol utilization; Propanediol dehydratase reactivation factor large subunit	1118
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon); Autoinducer 2 (AI-2) ABC transporter, permease protein LsrC	1118
Ornithobacterium rhinotracheale	1118
Ilumatobacter sp.	1118
Sphaerochaeta globosa	1119
Ruminococcus sp. 5_1_39BFAA	1119
Energy; Respiration; Biogenesis of respiratory chain components; Biogenesis of c-type cytochromes; Cytochrome c-type biogenesis protein Ccs1/ResB	1119
Haemophilus influenzae	1119
Fibrobacter sp. UWR3	1119
Acetobacterium sp. KB-1	1119
Pseudomonas xanthosomatis	1119
Exilispira sp.	1119
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20	1119
Prevotella sp. PCJ2	1119
Collierbacteria bacterium GW2011_GWB1_44_6	1119
Campylobacter volucris	1119
Dissulfurispira thermophila	1119
Sulfurospirillum sp. UCH001	1119
Clostridium sp. CAG:273	1119
Gracilibacillus timonensis	1119
Gracilibacillus kekensis	1119
Wolbachia endosymbiont of Phyllotreta striolata	1119
Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_45_26	1119
Kocuria sp. 36	1119
Bacillus sp. ISL-46	1119
Rhodobacter capsulatus	1119
Streptococcus castoreus	1119
Neisseria sp. oral taxon 020	1120
Pacebacteria bacterium CG10_big_fil_rev_8_21_14_0_10_56_10	1120
Neisseria chenwenguii	1120
Clostridium sp. BIOML-A1	1120
Bifidobacterium saguini	1120
Bacillus australimaris	1120
Metamycoplasma salivarium	1120
Vibrio fluvialis	1120
Stenotrophomonas sp. S39	1120
Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24	1120
[Haemophilus] felis	1120
Haemophilus sp. CCUG 60358	1120
Streptomyces djakartensis	1120
Clostridium sp. CAG:356	1120
Gemella sp. GH3	1120
Desulfofundulus thermocisternus	1120
